35	 36-Cl	17	p	  1640.099(10)	1640.099	           0.158(17)	0.158	1.70E-02	          0.0135(15)	1.35E-02	1.45E-03
35	 36-Cl	17	p	   1648.306(9)	1648.306	            0.174(5)	0.174	5.00E-03	           0.0149(4)	1.49E-02	4.27E-04
35	 36-Cl	17	p	       1657(5)	1657	            0.074(5)	0.074	5.00E-03	           0.0063(4)	6.33E-03	4.27E-04
35	 36-Cl	17	p	 1679.7940(20)	1679.794	            0.068(4)	0.068	4.00E-03	           0.0058(3)	5.81E-03	3.42E-04
35	 36-Cl	17	p	    1683.71(3)	1683.71	            0.085(9)	0.085	9.00E-03	           0.0073(8)	7.27E-03	7.69E-04
35	 36-Cl	17	p	    1709.13(9)	1709.13	            0.074(5)	0.074	5.00E-03	           0.0063(4)	6.33E-03	4.27E-04
35	 36-Cl	17	p	   1729.929(9)	1729.929	           0.107(12)	0.107	1.20E-02	          0.0091(10)	9.15E-03	1.03E-03
35	 36-Cl	17	p	  1731.148(12)	1731.148	            0.068(9)	0.068	9.00E-03	           0.0058(8)	5.81E-03	7.69E-04
35	 36-Cl	17	p	    1743.14(7)	1743.14	            0.088(4)	0.088	4.00E-03	           0.0075(3)	7.52E-03	3.42E-04
35	 36-Cl	17	p	    1787.82(8)	1787.82	            0.177(6)	0.177	6.00E-03	           0.0151(5)	1.51E-02	5.13E-04
35	 36-Cl	17	p	   1806.40(10)	1806.4	            0.056(4)	0.056	4.00E-03	           0.0048(3)	4.79E-03	3.42E-04
35	 36-Cl	17	p	    1828.49(4)	1828.49	            0.111(5)	0.111	5.00E-03	           0.0095(4)	9.49E-03	4.27E-04
35	 36-Cl	17	p	     1847.5(4)	1847.5	           0.062(10)	0.062	1.00E-02	           0.0053(9)	5.30E-03	8.55E-04
35	 36-Cl	17	p	    1858.07(6)	1858.07	            0.088(6)	0.088	6.00E-03	           0.0075(5)	7.52E-03	5.13E-04
35	 36-Cl	17	p	       1936(5)	1936	            0.056(7)	0.056	7.00E-03	           0.0048(6)	4.79E-03	5.98E-04
35	 36-Cl	17	p	    1936.97(5)	1936.97	            0.153(9)	0.153	9.00E-03	           0.0131(8)	1.31E-02	7.69E-04
35	 36-Cl	17	p	 1951.1400(20)	1951.14	             6.33(4)	6.33	4.00E-02	            0.541(3)	5.41E-01	3.42E-03
35	 36-Cl	17	p	   1959.346(4)	1959.346	             4.10(3)	4.1	3.00E-02	            0.350(3)	3.50E-01	2.56E-03
35	 36-Cl	17	p	    1975.22(7)	1975.22	           0.214(22)	0.214	2.20E-02	          0.0183(19)	1.83E-02	1.88E-03
35	 36-Cl	17	p	    2003.44(4)	2003.44	            0.066(4)	0.066	4.00E-03	           0.0056(3)	5.64E-03	3.42E-04
35	 36-Cl	17	p	    2011.64(4)	2011.64	            0.034(4)	0.034	4.00E-03	           0.0029(3)	2.91E-03	3.42E-04
35	 36-Cl	17	p	   2022.091(7)	2022.091	            0.161(6)	0.161	6.00E-03	           0.0138(5)	1.38E-02	5.13E-04
35	 36-Cl	17	p	    2034.63(3)	2034.63	            0.239(5)	0.239	5.00E-03	           0.0204(4)	2.04E-02	4.27E-04
35	 36-Cl	17	p	    2041.40(6)	2041.4	            0.121(5)	0.121	5.00E-03	           0.0103(4)	1.03E-02	4.27E-04
35	 36-Cl	17	p	  2075.440(13)	2075.44	            0.252(7)	0.252	7.00E-03	           0.0215(6)	2.15E-02	5.98E-04
35	 36-Cl	17	p	   2091.78(21)	2091.78	            0.072(5)	0.072	5.00E-03	           0.0062(4)	6.15E-03	4.27E-04
35	 36-Cl	17	p	       2104(5)	2104	            0.105(7)	0.105	7.00E-03	           0.0090(6)	8.98E-03	5.98E-04
35	 36-Cl	17	p	    2110.19(5)	2110.19	            0.057(5)	0.057	5.00E-03	           0.0049(4)	4.87E-03	4.27E-04
35	 36-Cl	17	p	    2131.11(5)	2131.11	            0.046(7)	0.046	7.00E-03	           0.0039(6)	3.93E-03	5.98E-04
35	 36-Cl	17	p	   2133.18(22)	2133.18	            0.027(5)	0.027	5.00E-03	           0.0023(4)	2.31E-03	4.27E-04
35	 36-Cl	17	p	   2148.45(12)	2148.45	           0.056(16)	0.056	1.60E-02	          0.0048(14)	4.79E-03	1.37E-03
35	 36-Cl	17	p	    2156.19(4)	2156.19	            0.205(7)	0.205	7.00E-03	           0.0175(6)	1.75E-02	5.98E-04
35	 36-Cl	17	p	    2179.51(4)	2179.51	             0.12(5)	0.12	5.00E-02	            0.010(4)	1.03E-02	4.27E-03
35	 36-Cl	17	p	    2200.10(4)	2200.1	            0.123(5)	0.123	5.00E-03	           0.0105(4)	1.05E-02	4.27E-04
35	 36-Cl	17	p	   2224.65(10)	2224.65	           0.050(17)	0.05	1.70E-02	          0.0043(15)	4.27E-03	1.45E-03
35	 36-Cl	17	p	   2229.92(10)	2229.92	          0.0190(25)	0.019	2.50E-03	         0.00162(21)	1.62E-03	2.14E-04
35	 36-Cl	17	p	   2231.36(17)	2231.36	            0.088(5)	0.088	5.00E-03	           0.0075(4)	7.52E-03	4.27E-04
35	 36-Cl	17	p	    2235.27(8)	2235.27	            0.058(4)	0.058	4.00E-03	           0.0050(3)	4.96E-03	3.42E-04
35	 36-Cl	17	p	    2239.69(7)	2239.69	            0.065(4)	0.065	4.00E-03	           0.0056(3)	5.56E-03	3.42E-04
35	 36-Cl	17	p	   2246.18(11)	2246.18	           0.056(16)	0.056	1.60E-02	          0.0048(14)	4.79E-03	1.37E-03
35	 36-Cl	17	p	    2254.26(5)	2254.26	            0.076(5)	0.076	5.00E-03	           0.0065(4)	6.50E-03	4.27E-04
35	 36-Cl	17	p	   2265.74(16)	2265.74	           0.075(10)	0.075	1.00E-02	           0.0064(9)	6.41E-03	8.55E-04
35	 36-Cl	17	p	    2282.80(8)	2282.8	            0.043(5)	0.043	5.00E-03	           0.0037(4)	3.68E-03	4.27E-04
35	 36-Cl	17	p	   2289.78(16)	2289.78	           0.102(14)	0.102	1.40E-02	          0.0087(12)	8.72E-03	1.20E-03
35	 36-Cl	17	p	    2311.38(4)	2311.38	            0.35(10)	0.35	1.00E-01	            0.030(9)	2.99E-02	8.55E-03
35	 36-Cl	17	p	       2312(5)	2312	           0.059(13)	0.059	1.30E-02	          0.0050(11)	5.04E-03	1.11E-03
35	 36-Cl	17	p	    2325.98(8)	2325.98	            0.069(5)	0.069	5.00E-03	           0.0059(4)	5.90E-03	4.27E-04
35	 36-Cl	17	p	    2342.88(8)	2342.88	            0.017(3)	0.017	3.00E-03	           0.0015(3)	1.45E-03	2.56E-04
35	 36-Cl	17	p	     2356.3(4)	2356.3	           0.036(23)	0.036	2.30E-02	          0.0031(20)	3.08E-03	1.97E-03
35	 36-Cl	17	p	     2364.5(4)	2364.5	          0.0181(25)	0.0181	2.50E-03	         0.00155(21)	1.55E-03	2.14E-04
35	 36-Cl	17	p	    2382.61(8)	2382.61	            0.047(5)	0.047	5.00E-03	           0.0040(4)	4.02E-03	4.27E-04
35	 36-Cl	17	p	   2394.63(11)	2394.63	            0.052(4)	0.052	4.00E-03	           0.0044(3)	4.44E-03	3.42E-04
35	 36-Cl	17	p	    2407.28(5)	2407.28	            0.060(6)	0.06	6.00E-03	           0.0051(5)	5.13E-03	5.13E-04
35	 36-Cl	17	p	    2429.1(25)	2429.1	            0.051(4)	0.051	4.00E-03	           0.0044(3)	4.36E-03	3.42E-04
35	 36-Cl	17	p	     2430.7(5)	2430.7	           0.072(10)	0.072	1.00E-02	           0.0062(9)	6.15E-03	8.55E-04
35	 36-Cl	17	p	   2446.08(12)	2446.08	            0.046(7)	0.046	7.00E-03	           0.0039(6)	3.93E-03	5.98E-04
35	 36-Cl	17	p	    2450.60(7)	2450.6	           0.049(10)	0.049	1.00E-02	           0.0042(9)	4.19E-03	8.55E-04
35	 36-Cl	17	p	   2454.81(10)	2454.81	           0.046(10)	0.046	1.00E-02	           0.0039(9)	3.93E-03	8.55E-04
35	 36-Cl	17	p	 2468.1830(20)	2468.183	            0.097(8)	0.097	8.00E-03	           0.0083(7)	8.29E-03	6.84E-04
35	 36-Cl	17	p	    2469.97(3)	2469.97	             0.24(3)	0.24	3.00E-02	            0.021(3)	2.05E-02	2.56E-03
35	 36-Cl	17	p	    2474.17(6)	2474.17	             0.08(3)	0.08	3.00E-02	            0.007(3)	6.84E-03	2.56E-03
35	 36-Cl	17	p	       2478(5)	2478	           0.101(20)	0.101	2.00E-02	          0.0086(17)	8.63E-03	1.71E-03
35	 36-Cl	17	p	    2479.1(11)	2479.1	           0.049(16)	0.049	1.60E-02	          0.0042(14)	4.19E-03	1.37E-03
35	 36-Cl	17	p	       2489(6)	2489	           0.039(10)	0.039	1.00E-02	           0.0033(9)	3.33E-03	8.55E-04
35	 36-Cl	17	p	    2489.74(9)	2489.74	            0.141(6)	0.141	6.00E-03	           0.0121(5)	1.21E-02	5.13E-04
35	 36-Cl	17	p	   2492.223(9)	2492.223	             0.11(4)	0.11	4.00E-02	            0.009(3)	9.40E-03	3.42E-03
35	 36-Cl	17	p	    2495.39(9)	2495.39	             0.07(3)	0.07	3.00E-02	            0.006(3)	5.98E-03	2.56E-03
35	 36-Cl	17	p	     2513.0(5)	2513	           0.065(10)	0.065	1.00E-02	           0.0056(9)	5.56E-03	8.55E-04
35	 36-Cl	17	p	   2518.46(12)	2518.46	           0.062(13)	0.062	1.30E-02	          0.0053(11)	5.30E-03	1.11E-03
35	 36-Cl	17	p	   2524.67(16)	2524.67	            0.034(4)	0.034	4.00E-03	           0.0029(3)	2.91E-03	3.42E-04
35	 36-Cl	17	p	    2525.70(7)	2525.7	           0.062(13)	0.062	1.30E-02	          0.0053(11)	5.30E-03	1.11E-03
35	 36-Cl	17	p	    2528.3(11)	2528.3	            0.075(6)	0.075	6.00E-03	           0.0064(5)	6.41E-03	5.13E-04
35	 36-Cl	17	p	    2529.2(11)	2529.2	           0.121(13)	0.121	1.30E-02	          0.0103(11)	1.03E-02	1.11E-03
35	 36-Cl	17	p	    2537.25(7)	2537.25	           0.135(14)	0.135	1.40E-02	          0.0115(12)	1.15E-02	1.20E-03
35	 36-Cl	17	p	    2549.74(7)	2549.74	           0.090(15)	0.09	1.50E-02	          0.0077(13)	7.69E-03	1.28E-03
35	 36-Cl	17	p	    2565.67(4)	2565.67	             0.06(3)	0.06	3.00E-02	            0.005(3)	5.13E-03	2.56E-03
35	 36-Cl	17	p	   2568.96(17)	2568.96	           0.056(13)	0.056	1.30E-02	          0.0048(11)	4.79E-03	1.11E-03
35	 36-Cl	17	p	    2570.13(8)	2570.13	            0.023(9)	0.023	9.00E-03	           0.0020(8)	1.97E-03	7.69E-04
35	 36-Cl	17	p	   2591.98(14)	2591.98	           0.075(20)	0.075	2.00E-02	          0.0064(17)	6.41E-03	1.71E-03
35	 36-Cl	17	p	    2622.86(5)	2622.86	            0.178(6)	0.178	6.00E-03	           0.0152(5)	1.52E-02	5.13E-04
35	 36-Cl	17	p	       2627(6)	2627	           0.059(10)	0.059	1.00E-02	           0.0050(9)	5.04E-03	8.55E-04
35	 36-Cl	17	p	    2638.95(8)	2638.95	            0.048(6)	0.048	6.00E-03	           0.0041(5)	4.10E-03	5.13E-04
35	 36-Cl	17	p	    2647.15(8)	2647.15	            0.089(5)	0.089	5.00E-03	           0.0076(4)	7.61E-03	4.27E-04
35	 36-Cl	17	p	    2653.66(4)	2653.66	            0.025(3)	0.025	3.00E-03	           0.0021(3)	2.14E-03	2.56E-04
35	 36-Cl	17	p	   2662.97(10)	2662.97	           0.034(25)	0.034	2.50E-02	          0.0029(21)	2.91E-03	2.14E-03
35	 36-Cl	17	p	    2676.31(3)	2676.31	            0.533(4)	0.533	4.00E-03	           0.0456(3)	4.56E-02	3.42E-04
35	 36-Cl	17	p	    2682.29(5)	2682.29	            0.048(5)	0.048	5.00E-03	           0.0041(4)	4.10E-03	4.27E-04
35	 36-Cl	17	p	    2698.47(7)	2698.47	          0.0175(23)	0.0175	2.30E-03	         0.00150(20)	1.50E-03	1.97E-04
35	 36-Cl	17	p	   2711.66(11)	2711.66	            0.027(4)	0.027	4.00E-03	           0.0023(3)	2.31E-03	3.42E-04
35	 36-Cl	17	p	     2714.6(4)	2714.6	           0.039(13)	0.039	1.30E-02	          0.0033(11)	3.33E-03	1.11E-03
35	 36-Cl	17	p	    2740.17(9)	2740.17	            0.040(4)	0.04	4.00E-03	           0.0034(3)	3.42E-03	3.42E-04
35	 36-Cl	17	p	   2753.04(17)	2753.04	           0.075(10)	0.075	1.00E-02	           0.0064(9)	6.41E-03	8.55E-04
35	 36-Cl	17	p	    2757.43(9)	2757.43	           0.049(10)	0.049	1.00E-02	           0.0042(9)	4.19E-03	8.55E-04
35	 36-Cl	17	p	   2794.71(13)	2794.71	           0.036(20)	0.036	2.00E-02	          0.0031(17)	3.08E-03	1.71E-03
35	 36-Cl	17	p	    2797.90(4)	2797.9	           0.095(10)	0.095	1.00E-02	           0.0081(9)	8.12E-03	8.55E-04
35	 36-Cl	17	p	    2797.9(24)	2797.9	            0.082(6)	0.082	6.00E-03	           0.0070(5)	7.01E-03	5.13E-04
35	 36-Cl	17	p	   2800.96(12)	2800.96	            0.183(7)	0.183	7.00E-03	           0.0156(6)	1.56E-02	5.98E-04
35	 36-Cl	17	p	    2808.86(7)	2808.86	             0.10(5)	0.1	5.00E-02	            0.009(4)	8.55E-03	4.27E-03
35	 36-Cl	17	p	   2810.988(9)	2810.988	            0.144(7)	0.144	7.00E-03	           0.0123(6)	1.23E-02	5.98E-04
35	 36-Cl	17	p	   2836.71(12)	2836.71	           0.049(10)	0.049	1.00E-02	           0.0042(9)	4.19E-03	8.55E-04
35	 36-Cl	17	p	    2845.50(3)	2845.5	            0.349(3)	0.349	3.00E-03	           0.0298(3)	2.98E-02	2.56E-04
35	 36-Cl	17	p	  2863.819(12)	2863.819	           1.820(10)	1.82	1.00E-02	           0.1556(9)	1.56E-01	8.55E-04
35	 36-Cl	17	p	     2866.9(5)	2866.9	           0.192(12)	0.192	1.20E-02	          0.0164(10)	1.64E-02	1.03E-03
35	 36-Cl	17	p	    2876.49(5)	2876.49	            0.164(7)	0.164	7.00E-03	           0.0140(6)	1.40E-02	5.98E-04
35	 36-Cl	17	p	   2896.212(8)	2896.212	            0.146(6)	0.146	6.00E-03	           0.0125(5)	1.25E-02	5.13E-04
35	 36-Cl	17	p	   2914.53(12)	2914.53	           0.033(10)	0.033	1.00E-02	           0.0028(9)	2.82E-03	8.55E-04
35	 36-Cl	17	p	   2927.69(10)	2927.69	           0.049(10)	0.049	1.00E-02	           0.0042(9)	4.19E-03	8.55E-04
35	 36-Cl	17	p	       2941(5)	2941	            0.040(4)	0.04	4.00E-03	           0.0034(3)	3.42E-03	3.42E-04
35	 36-Cl	17	p	    2953.1(24)	2953.1	            0.022(3)	0.022	3.00E-03	           0.0019(3)	1.88E-03	2.56E-04
35	 36-Cl	17	p	   2955.15(10)	2955.15	            0.022(3)	0.022	3.00E-03	           0.0019(3)	1.88E-03	2.56E-04
35	 36-Cl	17	p	   2967.75(12)	2967.75	           0.046(10)	0.046	1.00E-02	           0.0039(9)	3.93E-03	8.55E-04
35	 36-Cl	17	p	    2975.21(7)	2975.21	            0.377(4)	0.377	4.00E-03	           0.0322(3)	3.22E-02	3.42E-04
35	 36-Cl	17	p	  2994.548(15)	2994.548	            0.279(8)	0.279	8.00E-03	           0.0238(7)	2.38E-02	6.84E-04
35	 36-Cl	17	p	    3001.07(5)	3001.07	            0.216(7)	0.216	7.00E-03	           0.0185(6)	1.85E-02	5.98E-04
35	 36-Cl	17	p	    3015.97(4)	3015.97	            0.328(3)	0.328	3.00E-03	           0.0280(3)	2.80E-02	2.56E-04
35	 36-Cl	17	p	    3025.26(4)	3025.26	            0.018(4)	0.018	4.00E-03	           0.0015(3)	1.54E-03	3.42E-04
35	 36-Cl	17	p	    3040.63(9)	3040.63	            0.014(3)	0.014	3.00E-03	           0.0012(3)	1.20E-03	2.56E-04
35	 36-Cl	17	p	    3059.92(5)	3059.92	           0.085(13)	0.085	1.30E-02	          0.0073(11)	7.27E-03	1.11E-03
35	 36-Cl	17	p	    3061.82(4)	3061.82	            1.130(7)	1.13	7.00E-03	           0.0966(6)	9.66E-02	5.98E-04
35	 36-Cl	17	p	    3067.9(24)	3067.9	             0.05(9)	0.05	9.00E-02	            0.004(8)	4.27E-03	7.69E-03
35	 36-Cl	17	p	   3086.10(11)	3086.1	             0.05(3)	0.05	3.00E-02	            0.004(3)	4.27E-03	2.56E-03
35	 36-Cl	17	p	   3095.32(17)	3095.32	           0.036(10)	0.036	1.00E-02	           0.0031(9)	3.08E-03	8.55E-04
35	 36-Cl	17	p	       3096(6)	3096	           0.059(20)	0.059	2.00E-02	          0.0050(17)	5.04E-03	1.71E-03
35	 36-Cl	17	p	   3105.84(10)	3105.84	            0.051(4)	0.051	4.00E-03	           0.0044(3)	4.36E-03	3.42E-04
35	 36-Cl	17	p	    3116.04(5)	3116.04	            0.297(3)	0.297	3.00E-03	           0.0254(3)	2.54E-02	2.56E-04
35	 36-Cl	17	p	    3135.81(9)	3135.81	            0.036(4)	0.036	4.00E-03	           0.0031(3)	3.08E-03	3.42E-04
35	 36-Cl	17	p	    3135.91(7)	3135.91	           0.059(10)	0.059	1.00E-02	           0.0050(9)	5.04E-03	8.55E-04
35	 36-Cl	17	p	    3152.74(8)	3152.74	            0.018(3)	0.018	3.00E-03	           0.0015(3)	1.54E-03	2.56E-04
35	 36-Cl	17	p	    3210.59(6)	3210.59	           0.045(10)	0.045	1.00E-02	           0.0038(9)	3.85E-03	8.55E-04
35	 36-Cl	17	p	    3245.05(7)	3245.05	            0.031(3)	0.031	3.00E-03	           0.0026(3)	2.65E-03	2.56E-04
35	 36-Cl	17	p	   3250.37(12)	3250.37	            0.078(6)	0.078	6.00E-03	           0.0067(5)	6.67E-03	5.13E-04
35	 36-Cl	17	p	    3271.93(7)	3271.93	           0.031(17)	0.031	1.70E-02	          0.0026(15)	2.65E-03	1.45E-03
35	 36-Cl	17	p	    3291.8(25)	3291.8	            0.028(6)	0.028	6.00E-03	           0.0024(5)	2.39E-03	5.13E-04
35	 36-Cl	17	p	    3295.28(8)	3295.28	            0.027(6)	0.027	6.00E-03	           0.0023(5)	2.31E-03	5.13E-04
35	 36-Cl	17	p	   3310.16(12)	3310.16	           0.033(10)	0.033	1.00E-02	           0.0028(9)	2.82E-03	8.55E-04
35	 36-Cl	17	p	     3311.7(3)	3311.7	            0.019(4)	0.019	4.00E-03	           0.0016(3)	1.62E-03	3.42E-04
35	 36-Cl	17	p	     3316.4(3)	3316.4	            0.082(5)	0.082	5.00E-03	           0.0070(4)	7.01E-03	4.27E-04
35	 36-Cl	17	p	    3332.87(8)	3332.87	            0.241(7)	0.241	7.00E-03	           0.0206(6)	2.06E-02	5.98E-04
35	 36-Cl	17	p	    3350.38(4)	3350.38	           0.073(24)	0.073	2.40E-02	          0.0062(21)	6.24E-03	2.05E-03
35	 36-Cl	17	p	    3360.12(4)	3360.12	           0.033(10)	0.033	1.00E-02	           0.0028(9)	2.82E-03	8.55E-04
35	 36-Cl	17	p	    3371.71(4)	3371.71	           0.033(23)	0.033	2.30E-02	          0.0028(20)	2.82E-03	1.97E-03
35	 36-Cl	17	p	    3374.7(11)	3374.7	            0.179(7)	0.179	7.00E-03	           0.0153(6)	1.53E-02	5.98E-04
35	 36-Cl	17	p	   3386.43(14)	3386.43	          0.0130(25)	0.013	2.50E-03	         0.00111(21)	1.11E-03	2.14E-04
35	 36-Cl	17	p	    3428.83(5)	3428.83	            0.271(3)	0.271	3.00E-03	           0.0232(3)	2.32E-02	2.56E-04
35	 36-Cl	17	p	    3457.44(4)	3457.44	            0.016(3)	0.016	3.00E-03	           0.0014(3)	1.37E-03	2.56E-04
35	 36-Cl	17	p	   3458.43(10)	3458.43	            0.010(3)	0.01	3.00E-03	           0.0009(3)	8.55E-04	2.56E-04
35	 36-Cl	17	p	    3470.0(24)	3470	            0.033(3)	0.033	3.00E-03	           0.0028(3)	2.82E-03	2.56E-04
35	 36-Cl	17	p	   3490.82(10)	3490.82	          0.0036(18)	0.0036	1.80E-03	         0.00031(15)	3.08E-04	1.54E-04
35	 36-Cl	17	p	    3500.35(9)	3500.35	            0.100(6)	0.1	6.00E-03	           0.0085(5)	8.55E-03	5.13E-04
35	 36-Cl	17	p	    3504.00(7)	3504	            0.062(5)	0.062	5.00E-03	           0.0053(4)	5.30E-03	4.27E-04
35	 36-Cl	17	p	    3512.11(4)	3512.11	            0.024(4)	0.024	4.00E-03	           0.0021(3)	2.05E-03	3.42E-04
35	 36-Cl	17	p	    3526.89(4)	3526.89	          0.0231(19)	0.0231	1.90E-03	         0.00197(16)	1.97E-03	1.62E-04
35	 36-Cl	17	p	    3558.12(4)	3558.12	            0.067(8)	0.067	8.00E-03	           0.0057(7)	5.73E-03	6.84E-04
35	 36-Cl	17	p	    3561.37(7)	3561.37	             0.21(4)	0.21	4.00E-02	            0.018(3)	1.80E-02	3.42E-03
35	 36-Cl	17	p	    3566.32(4)	3566.32	           0.093(24)	0.093	2.40E-02	          0.0079(21)	7.95E-03	2.05E-03
35	 36-Cl	17	p	    3581.9(11)	3581.9	            0.044(5)	0.044	5.00E-03	           0.0038(4)	3.76E-03	4.27E-04
35	 36-Cl	17	p	   3589.16(13)	3589.16	             0.18(5)	0.18	5.00E-02	            0.015(4)	1.54E-02	4.27E-03
35	 36-Cl	17	p	   3599.350(9)	3599.35	            0.164(6)	0.164	6.00E-03	           0.0140(5)	1.40E-02	5.13E-04
35	 36-Cl	17	p	   3604.14(17)	3604.14	            0.119(6)	0.119	6.00E-03	           0.0102(5)	1.02E-02	5.13E-04
35	 36-Cl	17	p	   3612.35(17)	3612.35	            0.033(5)	0.033	5.00E-03	           0.0028(4)	2.82E-03	4.27E-04
35	 36-Cl	17	p	    3621.46(7)	3621.46	            0.035(5)	0.035	5.00E-03	           0.0030(4)	2.99E-03	4.27E-04
35	 36-Cl	17	p	   3623.69(21)	3623.69	           0.039(10)	0.039	1.00E-02	           0.0033(9)	3.33E-03	8.55E-04
35	 36-Cl	17	p	    3627.08(5)	3627.08	            0.056(7)	0.056	7.00E-03	           0.0048(6)	4.79E-03	5.98E-04
35	 36-Cl	17	p	   3627.17(11)	3627.17	            0.039(5)	0.039	5.00E-03	           0.0033(4)	3.33E-03	4.27E-04
35	 36-Cl	17	p	    3634.75(3)	3634.75	            0.098(6)	0.098	6.00E-03	           0.0084(5)	8.38E-03	5.13E-04
35	 36-Cl	17	p	    3645.33(8)	3645.33	          0.0125(21)	0.0125	2.10E-03	         0.00107(18)	1.07E-03	1.80E-04
35	 36-Cl	17	p	    3660.17(9)	3660.17	            0.071(5)	0.071	5.00E-03	           0.0061(4)	6.07E-03	4.27E-04
35	 36-Cl	17	p	    3708.11(7)	3708.11	            0.054(7)	0.054	7.00E-03	           0.0046(6)	4.62E-03	5.98E-04
35	 36-Cl	17	p	    3736.53(4)	3736.53	             0.06(3)	0.06	3.00E-02	            0.005(3)	5.13E-03	2.56E-03
35	 36-Cl	17	p	    3743.45(6)	3743.45	             0.03(3)	0.03	3.00E-02	            0.003(3)	2.56E-03	2.56E-03
35	 36-Cl	17	p	   3749.91(10)	3749.91	            0.096(5)	0.096	5.00E-03	           0.0082(4)	8.21E-03	4.27E-04
35	 36-Cl	17	p	    3774.44(3)	3774.44	           0.075(10)	0.075	1.00E-02	           0.0064(9)	6.41E-03	8.55E-04
35	 36-Cl	17	p	    3809.80(8)	3809.8	           0.030(11)	0.03	1.10E-02	           0.0026(9)	2.56E-03	9.40E-04
35	 36-Cl	17	p	   3821.33(16)	3821.33	           0.320(10)	0.32	1.00E-02	           0.0274(9)	2.74E-02	8.55E-04
35	 36-Cl	17	p	   3825.22(13)	3825.22	            0.250(9)	0.25	9.00E-03	           0.0214(8)	2.14E-02	7.69E-04
35	 36-Cl	17	p	   3827.06(12)	3827.06	           0.238(17)	0.238	1.70E-02	          0.0203(15)	2.03E-02	1.45E-03
35	 36-Cl	17	p	   3832.08(22)	3832.08	            0.033(7)	0.033	7.00E-03	           0.0028(6)	2.82E-03	5.98E-04
35	 36-Cl	17	p	    3860.86(5)	3860.86	           0.033(10)	0.033	1.00E-02	           0.0028(9)	2.82E-03	8.55E-04
35	 36-Cl	17	p	    3916.37(4)	3916.37	            0.022(3)	0.022	3.00E-03	           0.0019(3)	1.88E-03	2.56E-04
35	 36-Cl	17	p	    3962.67(4)	3962.67	            0.118(8)	0.118	8.00E-03	           0.0101(7)	1.01E-02	6.84E-04
35	 36-Cl	17	p	   3977.21(11)	3977.21	            0.040(4)	0.04	4.00E-03	           0.0034(3)	3.42E-03	3.42E-04
35	 36-Cl	17	p	    3980.98(8)	3980.98	            0.331(7)	0.331	7.00E-03	           0.0283(6)	2.83E-02	5.98E-04
35	 36-Cl	17	p	   3996.86(19)	3996.86	            0.022(5)	0.022	5.00E-03	           0.0019(4)	1.88E-03	4.27E-04
35	 36-Cl	17	p	    4002.88(9)	4002.88	           0.036(10)	0.036	1.00E-02	           0.0031(9)	3.08E-03	8.55E-04
35	 36-Cl	17	p	   4027.95(14)	4027.95	            0.061(6)	0.061	6.00E-03	           0.0052(5)	5.21E-03	5.13E-04
35	 36-Cl	17	p	   4040.76(13)	4040.76	            0.027(4)	0.027	4.00E-03	           0.0023(3)	2.31E-03	3.42E-04
35	 36-Cl	17	p	    4054.25(5)	4054.25	            0.194(8)	0.194	8.00E-03	           0.0166(7)	1.66E-02	6.84E-04
35	 36-Cl	17	p	    4061.21(5)	4061.21	             0.07(5)	0.07	5.00E-02	            0.006(4)	5.98E-03	4.27E-03
35	 36-Cl	17	p	    4082.67(7)	4082.67	            0.263(5)	0.263	5.00E-03	           0.0225(4)	2.25E-02	4.27E-04
35	 36-Cl	17	p	    4087.76(7)	4087.76	            0.019(3)	0.019	3.00E-03	           0.0016(3)	1.62E-03	2.56E-04
35	 36-Cl	17	p	    4090.87(4)	4090.87	          0.0093(19)	0.0093	1.90E-03	         0.00079(16)	7.95E-04	1.62E-04
35	 36-Cl	17	p	     4097.9(3)	4097.9	           0.036(10)	0.036	1.00E-02	           0.0031(9)	3.08E-03	8.55E-04
35	 36-Cl	17	p	    4111.83(7)	4111.83	           0.031(21)	0.031	2.10E-02	          0.0026(18)	2.65E-03	1.80E-03
35	 36-Cl	17	p	    4132.69(3)	4132.69	           0.036(10)	0.036	1.00E-02	           0.0031(9)	3.08E-03	8.55E-04
35	 36-Cl	17	p	    4138.39(9)	4138.39	           0.113(17)	0.113	1.70E-02	          0.0097(15)	9.66E-03	1.45E-03
35	 36-Cl	17	p	    4138.73(4)	4138.73	           0.095(10)	0.095	1.00E-02	           0.0081(9)	8.12E-03	8.55E-04
35	 36-Cl	17	p	   4164.00(12)	4164	            0.036(7)	0.036	7.00E-03	           0.0031(6)	3.08E-03	5.98E-04
35	 36-Cl	17	p	    4169.32(7)	4169.32	          0.0177(22)	0.0177	2.20E-03	         0.00151(19)	1.51E-03	1.88E-04
35	 36-Cl	17	p	    4174.12(5)	4174.12	          0.0063(20)	0.0063	2.00E-03	         0.00054(17)	5.39E-04	1.71E-04
35	 36-Cl	17	p	    4205.39(9)	4205.39	            0.038(4)	0.038	4.00E-03	           0.0032(3)	3.25E-03	3.42E-04
35	 36-Cl	17	p	     4263.6(4)	4263.6	          0.0095(14)	0.0095	1.40E-03	         0.00081(12)	8.12E-04	1.20E-04
35	 36-Cl	17	p	    4293.93(8)	4293.93	            0.013(3)	0.013	3.00E-03	           0.0011(3)	1.11E-03	2.56E-04
35	 36-Cl	17	p	    4298.33(4)	4298.33	           0.122(10)	0.122	1.00E-02	           0.0104(9)	1.04E-02	8.55E-04
