Yb	174-Yb	70	174	   31.83(92)        	31.83	0.02	   63.2(15)         	6.320E+01	1.50E+00	0.999	176
Yb	176-Yb	70	176	   12.76(41)        	12.76	0.41	    2.85(5)         	2.850E+00	5.00E-02	1	129
Lu	175-Lu	71	175	   97.41(2)         	97.41	0.02	   23.1(14)         	2.310E+01	1.39E+00	0.976	304
Lu	176-Lu	71	176	    2.59(2)         	2.59	0.02	  2090(70)          	2.090E+03	7.00E+01	1.752	184
Hf	174-Hf	72	174	    0.16(1)         	0.16	0.01	   549(7)           	5.490E+02	7.00E+00	0.986	23
Hf	176-Hf	72	176	    5.26(7)         	5.26	0.07	    24(3)           	2.350E+01	3.10E+00	1.002	5
Hf	177-Hf	72	177	   18.60(9)         	18.6	0.09	   373(10)          	3.730E+02	1.00E+01	1.02	308
Hf	178-Hf	72	178	   27.28(7)         	27.28	0.07	   137(7)           	1.370E+02	7.21E+00	1.003	347
Hf	179-Hf	72	179	   13.629(6)        	13.629	0.006	    41(3)           	4.145E+01	3.00E+00	0.997	339
Hf	180-Hf	72	180	   35.08(16)        	35.08	0.16	   13.04(7)         	1.304E+01	7.00E-02	0.997	105
Ta	180-Ta	73	180	    0.012(2)        	0.012	0.002	   563(60)          	5.630E+02	6.00E+01	1.358	0
Ta	181-Ta	73	181	   99.988(2)        	99.988	0.002	   20.5(5)          	2.050E+01	5.00E-01	1.004	262
W 	180-W 	74	180	    0.12(1)         	0.12	0.01	  <150              	1.500E+02	0.00E+00	0.997	3
W 	182-W 	74	182	   26.50(16)        	26.5	0.16	   19.9(2)          	1.990E+01	2.00E-01	1.003	131
W 	183-W 	74	183	   14.31(4)         	14.31	0.04	   10.3(2)          	1.030E+01	2.00E-01	0.999	211
W 	184-W 	74	184	   30.64(2)         	30.64	0.02	    1.7(1)          	1.700E+00	1.00E-01	0.999	75
W 	186-W 	74	186	   28.42(19)        	28.42	0.19	   38.5(5)          	3.850E+01	5.00E-01	1.001	225
Re	185-Re	75	185	   37.40(2)         	37.4	0.02	   112(2)           	1.120E+02	2.00E+00	1.004	188
Re	187-Re	75	187	   62.60(2)         	62.60	0.02	   79.2(10)         	7.920E+01	1.01E+00	0.982	218
Os	184-Os	76	184	    0.02(1)         	0.02	0.01	  3000(150)         	3.000E+03	1.50E+02	1	72
Os	186-Os	76	186	    1.59(3)         	1.59	0.03	    80(13)          	8.000E+01	1.30E+01	0.998	38
Os	187-Os	76	187	    1.96(2)         	1.96	0.02	   245(40)          	2.450E+02	4.00E+01	0.983	174
Os	188-Os	76	188	   13.24(8)         	13.24	0.08	    4.7(5)          	4.700E+00	5.00E-01	1.002	163
Os	189-Os	76	189	   16.15(5)         	16.15	0.05	    25(4)           	2.500E+01	4.00E+00	1.004	147
Os	190-Os	76	190	   26.26(2)         	26.26	0.02	   13.1(9)          	1.310E+01	9.22E-01	0.997	76
Os	192-Os	76	192	   40.78(19)        	40.78	0.19	    3.12(16)        	3.120E+00	1.60E-01	1	95
Ir	191-Ir	77	191	   37.3(2)          	37.3	0.2	   954(10)          	9.540E+02	1.00E+01	0.996	286
Ir	193-Ir	77	193	   62.7(2)          	62.7	0.2	   111(5)           	1.110E+02	5.00E+00	1.017	303
Pt	190-Pt	78	190	    0.014(1)        	0.014	0.001	   142(4)           	1.420E+02	4.00E+00	0.998	0
Pt	192-Pt	78	192	    0.782(7)        	0.782	0.007	   10.0(25)         	1.000E+01	2.50E+00	1.001	0
Pt	194-Pt	78	194	   32.967(99)       	32.967	0.099	    0.58(19)        	5.800E-01	1.90E-01	1	64
Pt	195-Pt	78	195	   33.832(10)       	33.832	0.01	   28.5(12)         	2.850E+01	1.20E+00	1	235
Pt	196-Pt	78	196	   25.242(41)       	25.242	0.041	    0.45(4)         	4.540E-01	4.02E-02	1	36
Pt	198-Pt	78	198	    7.163(55)       	7.163	0.055	    3.66(19)        	3.660E+00	1.90E-01	1	44
Au	197-Au	79	197	100	100		   98.65(9)         	9.865E+01	9.00E-02	1.005	737
Hg	196-Hg	80	196	    0.15(1)         	0.15	0.01	  3190(180)         	3.189E+03	1.80E+02	0.988	10
Hg	198-Hg	80	198	    9.97(20)        	9.97	0.02	    2.0(3)          	2.018E+00	3.00E-01	1.001	3
Hg	199-Hg	80	199	   16.87(22)        	16.87	0.22	  2150(50)          	2.150E+03	4.80E+01	0.989	425
Hg	200-Hg	80	200	   23.10(19)        	23.1	0.19	   <60              	6.000E+01	0.00E+00	1	0
Hg	201-Hg	80	201	   13.18(9)         	13.18	0.09	    5.7(12)         	5.700E+00	1.20E+00	1	97
Hg	202-Hg	80	202	   29.86(26)        	29.86	0.26	    4.42(7)         	4.420E+00	7.00E-02	1	0
Hg	204-Hg	80	204	    6.87(15)        	6.87	0.15	    0.43(10)        	4.300E-01	1.00E-01	1	13
Tl	203-Tl	81	203	   29.524(14)       	29.524	0.014	   11.4(2)          	1.140E+01	2.00E-01	1	115
Tl	205-Tl	81	205	   70.476(14)       	70.476	0.014	    0.104(17)       	1.040E-01	1.70E-02	1	13
Pb	204-Pb	82	204	    1.4(1)          	1.4	0.1	    0.66(7)         	6.610E-01	7.00E-02	1.001	35
Pb	206-Pb	82	206	   24.1(1)          	24.1	0.1	    0.0266(12)      	2.660E-02	1.20E-03	1.001	6
Pb	207-Pb	82	207	   22.1(1)          	22.1	0.1	    0.63(3)         	6.250E-01	3.00E-02	1.001	23
Pb	208-Pb	82	208	   52.4(1)          	52.4	0.1	    0.00023(3)      	2.300E-04	3.00E-05	1.003	0
Bi	209-Bi	83	209	100	100		    0.0338(7)       	3.380E-02	7.00E-04	0.999	230
Th	232-Th	90	232	100	100		    7.35(3)         	7.350E+00	3.00E-02	0.995	196
U 	234-U 	92	234	    0.0055(5)       	0.0055	0.0005	   99.8(13)         	9.980E+01	1.30E+00	0.99	49
U 	235-U 	92	235	    0.7200(51)      	0.72	0.0051	   98.3(8)          	9.830E+01	8.00E-01	0.985	8
U 	238-U 	92	238	   99.274(11)       	99.274	0.011	    2.680(19)       	2.680E+00	1.90E-02	1.002	267
