51	 52-V 	23	d	     398.08(9)	398.08	          0.0038(10)	0.0038	1.00E-03	     3.75 M	2.25E+02	          2.3E-04(6)	2.26E-04	5.95E-05
51	 52-V 	23	d	   647.450(20)	647.45	          0.0115(12)	0.0115	1.20E-03	     3.75 M	2.25E+02	          0.00068(7)	6.84E-04	7.14E-05
51	 52-V 	23	d	      704.6(3)	704.6	            9E-05(4)	0.00009	4.00E-05	     3.75 M	2.25E+02	         5.4E-06(24)	5.35E-06	2.38E-06
51	 52-V 	23	d	   935.520(20)	935.52	         0.00290(20)	0.0029	2.00E-04	     3.75 M	2.25E+02	        1.73E-04(12)	1.73E-04	1.19E-05
51	 52-V 	23	d	    1333.62(3)	1333.62	           0.0282(5)	0.0282	5.00E-04	     3.75 M	2.25E+02	          0.00168(3)	1.68E-03	2.97E-05
51	 52-V 	23	d	    1434.10(3)	1434.1	            4.81(10)	4.81	1.00E-01	     3.75 M	2.25E+02	            0.286(6)	2.86E-01	5.95E-03
51	 52-V 	23	d	  1530.670(10)	1530.67	          0.1160(20)	0.116	2.00E-03	     3.75 M	2.25E+02	         0.00690(12)	6.90E-03	1.19E-04
51	 52-V 	23	d	   1727.52(15)	1727.52	           0.0034(7)	0.0034	7.00E-04	     3.75 M	2.25E+02	          2.0E-04(4)	2.02E-04	4.16E-05
51	 52-V 	23	d	     1981.1(4)	1981.1	          0.0050(10)	0.005	1.00E-03	     3.75 M	2.25E+02	          0.00030(6)	2.97E-04	5.95E-05
51	 52-V 	23	d	     2337.7(5)	2337.7	            7E-05(4)	0.00007	4.00E-05	     3.75 M	2.25E+02	         4.2E-06(24)	4.16E-06	2.38E-06
51	 52-V 	23	d	    2965.0(10)	2965	         0.00560(10)	0.0056	1.00E-04	     3.75 M	2.25E+02	         0.000333(6)	3.33E-04	5.95E-06
51	 52-V 	23	d	     3161.7(4)	3161.7	         4.3E-05(10)	0.000043	1.00E-05	     3.75 M	2.25E+02	          2.6E-06(6)	2.56E-06	5.95E-07
51	 52-V 	23	d	    3772.0(10)	3772	         5.0E-05(20)	0.00005	2.00E-05	     3.75 M	2.25E+02	         3.0E-06(12)	2.97E-06	1.19E-06
54	 55-Cr	24	d	      126.0(5)	126	        1.80E-07(23)	0.00000018	2.30E-08	    3.497 M	2.10E+02	        1.05E-08(13)	1.05E-08	1.34E-09
54	 55-Cr	24	d	     1402.0(4)	1402	        1.38E-07(19)	0.00000014	1.90E-08	    3.497 M	2.10E+02	         8.0E-09(11)	8.04E-09	1.11E-09
54	 55-Cr	24	d	   1528.00(20)	1528	       3.800E-06(12)	0.0000038	1.17E-08	    3.497 M	2.10E+02	        2.215E-07(7)	2.21E-07	6.82E-10
54	 55-Cr	24	d	     2240.9(8)	2240.9	         4.2E-08(12)	4.20E-08	1.20E-08	    3.497 M	2.10E+02	          2.4E-09(7)	2.45E-09	6.99E-10
54	 55-Cr	24	d	     2252.5(4)	2252.5	          3.3E-07(4)	0.00000033	4.00E-08	    3.497 M	2.10E+02	        1.92E-08(23)	1.92E-08	2.33E-09
54	 55-Cr	24	d	     2268.1(6)	2268.1	          1.2E-08(4)	1.20E-08	4.00E-09	    3.497 M	2.10E+02	         7.0E-10(23)	6.99E-10	2.33E-10
54	 55-Cr	24	d	     2368.5(6)	2368.5	          1.9E-08(4)	1.90E-08	4.00E-09	    3.497 M	2.10E+02	        1.11E-09(23)	1.11E-09	2.33E-10
55	 56-Mn	25	d	   846.754(20)	846.754	            13.10(4)	13.1	4.00E-02	   2.5789 H	9.28E+03	          0.7226(22)	7.23E-01	2.21E-03
55	 56-Mn	25	d	  1037.818(22)	1037.818	           0.0053(7)	0.0053	7.00E-04	   2.5789 H	9.28E+03	          0.00029(4)	2.92E-04	3.86E-05
55	 56-Mn	25	d	    1238.26(3)	1238.255	          0.0131(13)	0.0131	1.30E-03	   2.5789 H	9.28E+03	          0.00072(7)	7.23E-04	7.17E-05
55	 56-Mn	25	d	    1810.72(4)	1810.72	            3.62(11)	3.62	1.10E-01	   2.5789 H	9.28E+03	            0.200(6)	2.00E-01	6.07E-03
55	 56-Mn	25	d	    2113.05(4)	2113.05	             1.91(5)	1.91	5.00E-02	   2.5789 H	9.28E+03	            0.105(3)	1.05E-01	2.76E-03
55	 56-Mn	25	d	    2522.88(6)	2522.88	            0.131(4)	0.131	4.00E-03	   2.5789 H	9.28E+03	         0.00723(22)	7.23E-03	2.21E-04
55	 56-Mn	25	d	    2598.40(5)	2598.4	           0.0025(3)	0.0025	3.00E-04	   2.5789 H	9.28E+03	        1.38E-04(17)	1.38E-04	1.65E-05
55	 56-Mn	25	d	    2657.45(5)	2657.45	            0.087(3)	0.087	3.00E-03	   2.5789 H	9.28E+03	         0.00480(17)	4.80E-03	1.65E-04
55	 56-Mn	25	d	    2959.77(6)	2959.77	          0.0408(13)	0.0408	1.30E-03	   2.5789 H	9.28E+03	          0.00225(7)	2.25E-03	7.17E-05
55	 56-Mn	25	d	    3369.60(7)	3369.6	          0.0224(13)	0.0224	1.30E-03	   2.5789 H	9.28E+03	          0.00124(7)	1.24E-03	7.17E-05
59	 60-Co	27	d	     58.603(7)	58.603	            0.411(4)	0.411	4.00E-03	   10.467 M	6.28E+02	         0.02113(21)	2.11E-02	2.06E-04
59	 60-Co	27	d	     826.28(9)	826.28	0.0022	0.0022	0.00E+00	   10.467 M	6.28E+02	1.10E-04	1.13E-04	0.00E+00
59	 60-Co	27	d	   1332.89(13)	1332.89	            0.068(8)	0.068	8.00E-03	   10.467 M	6.28E+02	           0.0035(4)	3.50E-03	4.11E-04
59	 60-Co	27	d	    2158.77(9)	2158.77	2.00E-04	0.0002	0.00E+00	   10.467 M	6.28E+02	1.00E-05	1.03E-05	0.00E+00
64	 65-Ni	28	d	     366.27(3)	366.27	         0.000680(7)	0.00068	7.04E-06	  2.51719 H	9.06E+03	         3.51E-05(4)	3.51E-05	3.63E-07
64	 65-Ni	28	d	    507.90(10)	507.9	         4.14E-05(7)	0.0000414	7.02E-07	  2.51719 H	9.06E+03	         2.14E-06(4)	2.14E-06	3.62E-08
64	 65-Ni	28	d	    609.50(10)	609.5	         2.20E-05(7)	0.000022	7.00E-07	  2.51719 H	9.06E+03	         1.14E-06(4)	1.14E-06	3.61E-08
64	 65-Ni	28	d	    770.60(20)	770.6	        1.47E-05(11)	0.0000147	1.10E-06	  2.51719 H	9.06E+03	          7.6E-07(6)	7.59E-07	5.68E-08
64	 65-Ni	28	d	    852.70(20)	852.7	        1.36E-05(18)	0.0000136	1.80E-06	  2.51719 H	9.06E+03	          7.0E-07(9)	7.02E-07	9.29E-08
64	 65-Ni	28	d	      954.5(3)	954.5	        5.100E-07(6)	0.00000051	5.67E-10	  2.51719 H	9.06E+03	        2.633E-08(3)	2.63E-08	2.93E-11
64	 65-Ni	28	d	    1115.53(4)	1115.53	        0.002190(13)	0.00219	1.32E-05	  2.51719 H	9.06E+03	        1.131E-04(7)	1.13E-04	6.82E-07
64	 65-Ni	28	d	    1481.84(5)	1481.84	         0.003300(4)	0.0033	3.67E-06	  2.51719 H	9.06E+03	      1.7039E-04(19)	1.70E-04	1.89E-07
64	 65-Ni	28	d	    1623.42(6)	1623.42	        7.06E-05(20)	0.0000706	2.00E-06	  2.51719 H	9.06E+03	        3.65E-06(10)	3.65E-06	1.03E-07
64	 65-Ni	28	d	    1724.92(6)	1724.92	        5.66E-05(18)	0.0000566	1.80E-06	  2.51719 H	9.06E+03	         2.92E-06(9)	2.92E-06	9.29E-08
63	 64-Cu	29	d	    1345.77(6)	1345.77	           0.0155(3)	0.0155	3.00E-04	   12.700 H	4.57E+04	        0.000739(14)	7.39E-04	1.43E-05
65	 66-Cu	29	d	    833.52(18)	833.52	           0.0013(3)	0.0013	3.00E-04	    5.120 M	3.07E+02	         6.2E-05(14)	6.20E-05	1.43E-05
65	 66-Cu	29	d	    1038.97(3)	1038.97	          0.0598(13)	0.0598	1.30E-03	    5.120 M	3.07E+02	          0.00285(6)	2.85E-03	6.20E-05
65	 66-Cu	29	d	    1332.5(15)	1332.5	        2.30E-05(20)	0.000023	2.00E-06	    5.120 M	3.07E+02	        1.10E-06(10)	1.10E-06	9.54E-08
68	 69-Zn	30	d	    318.40(20)	318.4	          2.6E-06(4)	0.0000026	4.04E-07	     56.4 M	3.38E+03	        1.20E-07(19)	1.20E-07	1.87E-08
68	 69-Zn	30	d	   438.634(18)	438.634	           0.0128(5)	0.0128	4.80E-04	    13.76 H	4.95E+04	        0.000593(22)	5.93E-04	2.22E-05
68	 69-Zn	30	d	    573.90(20)	573.9	          4.2E-06(4)	0.0000042	4.09E-07	    13.76 H	4.95E+04	        1.95E-07(19)	1.95E-07	1.89E-08
68	 69-Zn	30	d	    871.70(20)	871.7	         5.5E-07(18)	0.00000055	1.80E-07	     56.4 M	3.38E+03	          2.5E-08(8)	2.55E-08	8.34E-09
70	 71-Zn	30	d	     98.50(10)	98.5	          3.3E-08(4)	3.30E-08	4.32E-09	     3.96 H	1.43E+04	        1.53E-09(20)	1.53E-09	2.00E-10
